date,min,max,median,q1,q3,stdev,count
2025-05-08T00:00:00.000Z,13,128708,23.91,18.21,50.39,28732.9,19
2025-05-09T00:00:00.000Z,6.72,22.88,12.12,9.27,15.98,4.016,24
2025-05-10T00:00:00.000Z,5.82,25.99,13.04,8.78,16.77,5.084,24
2025-05-11T00:00:00.000Z,2.54,16.27,6.62,3.97,11.51,4.114,24
2025-05-12T00:00:00.000Z,5.73,19.02,8.96,6.93,10.79,3.654,24
2025-05-13T00:00:00.000Z,5.09,26.88,9.36,6.43,14.27,6.41,24
2025-05-14T00:00:00.000Z,4.17,35.44,8.59,5.82,13.95,7.977,24
2025-05-15T00:00:00.000Z,4.44,23980.2,13.8,8.19,19.51,4788.89,24
2025-05-16T00:00:00.000Z,6.04,56.65,12.99,8.05,21.09,12.476,24
2025-05-17T00:00:00.000Z,9.84,360.22,29.63,19.05,35.33,73.763,24
2025-05-18T00:00:00.000Z,6.53,147.07,14.63,11.05,26.52,37.258,24
2025-05-19T00:00:00.000Z,3.37,18.98,7.87,5.28,10.71,4.151,24
2025-05-20T00:00:00.000Z,6.27,25.03,10.62,9.07,14.58,5.338,24
2025-05-21T00:00:00.000Z,3.89,27.99,9.44,5.12,18.88,7.215,24
2025-05-22T00:00:00.000Z,17.73,25.46,17.88,17.73,25.46,3.609,3
2025-05-27T00:00:00.000Z,4.19,22.92,10.02,7.17,15.91,5.294,13
2025-05-28T00:00:00.000Z,3.91,29.74,7.16,5.23,9.77,7.125,24
2025-05-29T00:00:00.000Z,3.75,22.24,6.95,5.48,11.05,4.571,24
2025-05-30T00:00:00.000Z,6.24,17.17,10.47,9.67,14.07,3.098,24
2025-05-31T00:00:00.000Z,2.82,19.05,7.99,4.84,10.11,3.854,24
2025-06-01T00:00:00.000Z,1.75,30.29,11.51,5.44,13.81,6.529,24
2025-06-02T00:00:00.000Z,2.18,24.68,8.76,4.88,15.09,5.817,24
2025-06-03T00:00:00.000Z,3.84,23.13,9.11,5.92,15.34,5.915,24
2025-06-04T00:00:00.000Z,3.82,28.57,8.39,5.39,12.83,6.268,24
2025-06-05T00:00:00.000Z,3.62,29.94,7.18,4.62,14.2,6.841,24
2025-06-06T00:00:00.000Z,7.59,85.87,35.07,15.92,52.4,23.127,24
2025-06-07T00:00:00.000Z,15.21,37.92,19.98,18.23,28.27,6.123,24
2025-06-08T00:00:00.000Z,18.14,36.28,22.02,19.52,26.48,4.777,24
2025-06-09T00:00:00.000Z,17.48,31.52,18.16,17.73,21.45,4.476,8
2025-06-10T00:00:00.000Z,8.16,49.42,18.23,12.92,25.57,11.634,15
2025-06-11T00:00:00.000Z,5.35,34.43,9.8,6.98,14.58,6.464,24
2025-06-12T00:00:00.000Z,2.23,20.84,7.92,5.24,11.43,4.401,24
2025-06-13T00:00:00.000Z,2.24,19.45,3.95,3.05,7.43,5.724,24
2025-06-14T00:00:00.000Z,2.52,20022,6.68,3.41,12.09,4081.5,23
2025-06-15T00:00:00.000Z,2.42,18.72,5.29,4.36,7.63,4.517,22
2025-06-16T00:00:00.000Z,3.66,28.26,6.48,5.14,12.15,5.648,23
2025-06-17T00:00:00.000Z,5.44,19678.3,13.68,8.85,25.52,4904.73,15
2025-06-18T00:00:00.000Z,5.71,17346.8,14.1,7.88,18.53,3463.62,24
2025-06-19T00:00:00.000Z,14.56,49.61,19.05,15.89,26.25,8.66,24
2025-06-20T00:00:00.000Z,6.38,27.42,9.83,7.09,17.7,6.699,24
2025-06-21T00:00:00.000Z,5.05,23.22,11.17,6.08,15.03,4.976,23
2025-06-22T00:00:00.000Z,5.58,45.67,15.14,8.91,21.44,10.244,24
2025-06-23T00:00:00.000Z,4.83,37.27,13.53,6.93,23,9.533,24
2025-06-24T00:00:00.000Z,6.15,37.75,12.59,8.19,17.34,8.328,24
2025-06-25T00:00:00.000Z,6.37,237.96,18.66,10.45,44.94,47.783,24
2025-06-26T00:00:00.000Z,7.02,25.41,9.21,7.93,17.8,6.015,24
2025-06-27T00:00:00.000Z,2.47,30.33,7.57,3.56,12.92,7.068,24
2025-06-28T00:00:00.000Z,7.78,56.57,14.66,12.07,23.25,10.858,24
2025-06-29T00:00:00.000Z,14.08,64.83,38.72,27.24,47.55,13.817,24
2025-06-30T00:00:00.000Z,14.82,2375.67,24.59,20.42,37.57,478.945,23
2025-07-01T00:00:00.000Z,5.71,33.22,10.97,8.01,21.42,8.085,24
2025-07-02T00:00:00.000Z,5.19,19364.2,13.97,9.83,17.8,4432.51,18
2025-07-03T00:00:00.000Z,5.19,31.18,11.87,7.57,16.23,7.714,24
2025-07-04T00:00:00.000Z,7.41,31.34,15.38,9.44,21.53,7.245,24
