date,min,max,median,q1,q3,stdev,count
2025-11-03T00:00:00.000Z,1.2,22.4,9.3,4.66,13.38,5.858,24
2025-11-04T00:00:00.000Z,0.42,6.39,1.72,0.55,3.36,1.714,24
2025-11-05T00:00:00.000Z,0.35,19.72,4.07,0.52,8.81,5.968,24
2025-11-06T00:00:00.000Z,0.37,99.06,8.9,1.31,52.13,32.604,24
2025-11-07T00:00:00.000Z,0.56,73.5,12.61,2.92,29.38,24.232,24
2025-11-08T00:00:00.000Z,0.44,62.16,10.47,2.21,18.28,14.749,24
2025-11-09T00:00:00.000Z,0.35,79.91,22.17,10.99,48.04,23.358,24
2025-11-10T00:00:00.000Z,6.95,76.2,19.63,14.13,31.32,16.395,24
2025-11-11T00:00:00.000Z,1.52,58.69,9.77,6.68,19.47,14.027,24
2025-11-12T00:00:00.000Z,0.36,42.33,8.52,2.06,13.99,10.373,24
2025-11-13T00:00:00.000Z,0.4,54.38,4.23,1.47,10.75,14.119,24
2025-11-14T00:00:00.000Z,0.77,66.18,10.16,3.4,27.13,18.192,24
2025-11-15T00:00:00.000Z,0.35,63.84,5.36,1.94,9.23,16.014,24
2025-11-16T00:00:00.000Z,0.35,75.28,19.96,8.75,41.37,23.71,24
2025-11-17T00:00:00.000Z,0.35,93.82,6.84,2.98,14.69,21.48,24
2025-11-18T00:00:00.000Z,0.56,1144.51,11.62,6.25,30.2,225.755,24
2025-11-19T00:00:00.000Z,1.77,69.2,15,6.53,36.96,20.814,24
2025-11-20T00:00:00.000Z,0.36,40.38,12.36,7.06,25.19,11.753,24
2025-11-21T00:00:00.000Z,0.35,53.03,10.23,3.31,27.52,16.045,24
2025-11-22T00:00:00.000Z,0.63,80.13,12.71,3.56,32,21.535,24
2025-11-23T00:00:00.000Z,0.36,75.48,19.26,6.29,41.35,21.911,20
2025-11-24T00:00:00.000Z,0.38,63.8,15.83,4.11,24.37,15.721,24
2025-11-25T00:00:00.000Z,0.36,68.2,8.09,2.98,21.27,18.39,24
2025-11-26T00:00:00.000Z,0.36,62.14,8.01,2.38,22.37,16.35,24
2025-11-27T00:00:00.000Z,0.36,51.38,20.39,4.32,27.34,14.256,24
2025-11-28T00:00:00.000Z,0.35,64.45,11.35,1.74,20.13,16.101,24
2025-11-29T00:00:00.000Z,0.74,92.84,24.31,11.11,35.64,20.837,24
2025-11-30T00:00:00.000Z,10.08,93.49,32.65,18.66,48.62,24.092,24
2025-12-01T00:00:00.000Z,3.99,55.82,25.61,16.44,39.36,14.333,24
2025-12-02T00:00:00.000Z,0.47,64.28,11.4,7.18,32.86,18.265,24
2025-12-03T00:00:00.000Z,0.37,51.38,12.3,8.35,18.22,13.282,24
2025-12-04T00:00:00.000Z,11.68,30.89,22.69,15.34,27.64,6.37,21
2025-12-05T00:00:00.000Z,4.04,45.33,18,10.11,27.39,12.104,24
2025-12-06T00:00:00.000Z,0.4,53.34,5.59,2.17,15.47,13.969,24
2025-12-07T00:00:00.000Z,0.37,71,21.41,11.7,42.91,18.324,23
2025-12-08T00:00:00.000Z,1.01,21.29,11.35,4.63,14.28,5.879,23
2025-12-09T00:00:00.000Z,0.41,66.89,23.68,2.42,28.62,16.84,24
2025-12-10T00:00:00.000Z,0.35,6.93,1.57,0.48,2.46,2.325,19
