date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2025-11-16 00:00:00,9.9,5,16,0,,,4.8,,1021.2,
2025-11-17 00:00:00,12.1,4,20,0,,,6.6,,1024.7,
2025-11-18 00:00:00,11.5,6,20,0,,,6.5,,1023.7,
2025-11-19 00:00:00,9.8,5,16,0,,,6.3,,1025.8,
2025-11-20 00:00:00,7.1,3,13,0,,,4.9,,1030.2,
2025-11-21 00:00:00,6.5,2,13,0,,,3.6,,1031.5,
2025-11-22 00:00:00,7,1,14,0,,,5.1,,1030.4,
2025-11-23 00:00:00,7.5,3,15,0,,,7.6,,1028,
2025-11-24 00:00:00,7.2,2,14,0,,,8,,1027.5,
2025-11-25 00:00:00,7,1,15,0,,,8,,1026.3,
2025-11-26 00:00:00,7.4,1,16,0,,,8.5,,1020.1,
2025-11-27 00:00:00,7.3,1,15,0,,,10.6,,1022.2,
2025-11-28 00:00:00,5.9,1,13,0,,,8,,1025,
2025-11-29 00:00:00,4.1,0,11,0,,,6.9,,1024.2,
2025-11-30 00:00:00,3.6,-1,9,0,,,5.7,,1024.6,
2025-12-01 00:00:00,3,-1,9,0,,,7.4,,1022.9,
2025-12-02 00:00:00,3.2,-2,11,0,,,8.1,,1021.4,
2025-12-03 00:00:00,6.8,1,14,0,,,9.5,,1020.8,
2025-12-04 00:00:00,7.9,6,12,1.9,,,6.1,,1023.5,
2025-12-05 00:00:00,5.9,4.7,7,1,,,2.6,,1028.9,
2025-12-06 00:00:00,5.2,1.2,11.1,0,,,8.4,,1028.1,
2025-12-07 00:00:00,3.8,0.1,9.9,0,,,8,,1025.3,
2025-12-08 00:00:00,,,,,,,,,,
2025-12-09 00:00:00,,,,,,,,,,
2025-12-10 00:00:00,,,,,,,,,,
2025-12-11 00:00:00,,,,,,,,,,
